date,portfolio_return,SPY
2023-10-23,0.001257,-0.001502
2023-10-24,0.004408,0.002295
2023-10-25,0.000291,-0.002091
2023-10-26,-0.014212,-0.010223
2023-10-27,-0.01298,-0.005554
2023-10-30,-0.007781,-0.012186
2023-10-31,0.008188,0.008488
2023-11-01,0.008077,0.007942
2023-11-02,-0.00609,-0.0067
2023-11-03,-0.000271,0.005655
2023-11-06,-0.010322,-0.012079
2023-11-07,-0.016125,-0.008276
2023-11-08,0.009054,0.006679
2023-11-09,0.000103,0.00579
2023-11-10,0.014648,0.007324
2023-11-13,0.022008,0.020796
2023-11-14,-0.011354,-0.010789
2023-11-15,0.004193,-0.004877
2023-11-16,-0.006966,-0.007742
2023-11-17,0.000123,-0.000445
2023-11-20,-0.006144,0.002628
2023-11-21,0.011884,0.01163
2023-11-22,-0.007653,-0.01199
2023-11-23,-0.011485,-0.010357
2023-11-24,0.01091,0.011764
2023-11-27,-0.005655,-0.008859
2023-11-28,0.006163,0.003925
2023-11-29,0.019494,0.019058
2023-11-30,0.004419,0.000649
2023-12-01,-0.001749,-0.000199
2023-12-04,0.013936,0.010846
2023-12-05,-0.008597,-0.005347
2023-12-06,0.003707,0.001594
2023-12-07,-0.014385,-0.010153
2023-12-08,0.007837,0.007699
2023-12-11,-0.010573,-0.007178
2023-12-12,0.009137,-0.001298
2023-12-13,-0.007066,0.005675
2023-12-14,-0.016514,-0.008653
2023-12-15,0.000264,0.000124
2023-12-18,0.038849,0.031951
2023-12-19,0.00318,0.002753
2023-12-20,-0.00674,-0.006894
2023-12-21,0.017252,0.009765
2023-12-22,0.019117,0.01551
2023-12-25,-0.020188,-0.012746
2023-12-26,-0.003786,-0.00052
2023-12-27,-0.002922,-0.006329
2023-12-28,-0.001856,0.004205
2023-12-29,-0.014383,-0.011201
2024-01-01,0.014006,0.008506
2024-01-02,0.000615,-0.002618
2024-01-03,-0.002447,-0.00383
2024-01-04,-0.001347,-0.001335
2024-01-05,-0.014673,-0.015045
2024-01-08,-0.013167,-0.015971
2024-01-09,-0.002387,-0.007993
2024-01-10,0.00458,0.003902
2024-01-11,-0.00538,-0.011408
2024-01-12,0.00891,-0.00127
2024-01-15,0.012931,0.01067
2024-01-16,0.001211,0.001668
2024-01-17,0.017464,0.009873
2024-01-18,-0.002445,-0.004678
2024-01-19,-0.021357,-0.012031
2024-01-22,-0.013192,-0.018191
2024-01-23,0.012118,0.004807
2024-01-24,-0.008013,-0.012686
2024-01-25,0.00237,0.002347
2024-01-26,0.017287,0.00894
2024-01-29,-0.014968,-0.009273
2024-01-30,-0.00747,-0.0092
2024-01-31,-0.019065,-0.009493
2024-02-01,-0.005199,-0.006978
2024-02-02,0.010013,0.015716
2024-02-05,0.006452,0.006401
2024-02-06,0.010719,0.010267
2024-02-07,0.021978,0.016542
2024-02-08,-0.016017,-0.016352
2024-02-09,-0.008545,-0.002977
2024-02-12,0.021084,0.009866
2024-02-13,-0.000223,0.003911
2024-02-14,0.028987,0.022613
2024-02-15,-0.006648,-0.014226
2024-02-16,-0.008555,-0.009464
2024-02-19,-0.016354,-0.013654
2024-02-20,0.005023,0.004156
2024-02-21,0.007826,0.010848
2024-02-22,0.011546,0.007718
2024-02-23,0.006517,0.000932
2024-02-26,0.009762,0.008394
2024-02-27,-0.01108,-0.019272
2024-02-28,0.006506,0.00216
2024-02-29,-0.009631,-0.006904
2024-03-01,-0.00207,-0.0082
2024-03-04,0.004382,-0.000701
2024-03-05,0.015125,0.013817
2024-03-06,-0.010622,-0.005672
2024-03-07,0.021246,0.019108
2024-03-08,-0.0018,-0.0032
2024-03-11,0.009916,0.008004
2024-03-12,-0.018698,-0.005092
2024-03-13,-0.014926,-0.015074
2024-03-14,0.012892,0.009841
2024-03-15,-0.013638,-0.015679
2024-03-18,0.003351,0.005083
2024-03-19,-0.002253,-0.001134
2024-03-20,0.005286,0.004234
2024-03-21,-0.018277,-0.009113
2024-03-22,-0.005124,-0.006491
2024-03-25,0.012541,0.006897
2024-03-26,-0.018693,-0.013904
2024-03-27,0.002486,0.002998
2024-03-28,-0.01789,-0.013082
2024-03-29,-0.013987,-0.013793
2024-04-01,0.018106,0.015947
2024-04-02,0.024859,0.012719
2024-04-03,-0.004435,-0.004161
2024-04-04,0.003286,0.002733
2024-04-05,0.012651,0.014472
2024-04-08,0.005396,-0.001248
2024-04-09,-0.003135,-0.00365
2024-04-10,-0.006874,-0.009179
2024-04-11,-0.000799,-0.001979
2024-04-12,0.005298,0.006191
2024-04-15,-0.006363,-0.012853
2024-04-16,0.006724,0.01023
2024-04-17,0.021019,0.014708
2024-04-18,-0.007794,-0.007386
2024-04-19,-0.003468,0.006475
2024-04-22,0.011465,0.003838
2024-04-23,0.019891,0.015608
2024-04-24,0.025624,0.019121
2024-04-25,0.013217,0.006616
2024-04-26,0.00871,0.006201
2024-04-29,0.001025,0.00065
2024-04-30,-0.00797,-0.005628
2024-05-01,0.004798,0.002659
2024-05-02,0.002494,-0.002759
2024-05-03,0.004242,0.006574
2024-05-06,-0.000763,0.002625
2024-05-07,0.012008,0.012196
2024-05-08,-0.015326,-0.01517
2024-05-09,-0.023504,-0.021973
2024-05-10,-0.003723,-0.002561
2024-05-13,0.009623,0.008906
2024-05-14,0.012223,0.011997
2024-05-15,-0.009607,-0.001249
2024-05-16,0.003504,0.003461
2024-05-17,0.002177,0.000215
2024-05-20,-0.006327,-0.005266
2024-05-21,0.006625,0.001306
2024-05-22,-0.006227,-0.007303
2024-05-23,0.024088,0.017832
2024-05-24,-0.001017,-0.00505
2024-05-27,0.008733,0.003259
2024-05-28,-0.016523,-0.015397
2024-05-29,0.01306,0.011815
2024-05-30,-0.012071,-0.017834
2024-05-31,-0.026138,-0.021244
2024-06-03,0.00955,0.008362
2024-06-04,-0.011896,-0.012008
2024-06-05,0.017854,0.01527
2024-06-06,0.016613,0.006833
2024-06-07,0.003543,0.003241
2024-06-10,0.00589,0.011518
2024-06-11,-0.006284,0.001162
2024-06-12,0.002538,-0.002698
2024-06-13,0.010317,0.00494
2024-06-14,-0.003051,-0.001763
2024-06-17,0.020501,0.019313
2024-06-18,0.017793,0.015663
2024-06-19,0.001384,-0.002834
2024-06-20,-0.000785,0.000114
2024-06-21,-0.002904,-0.001281
2024-06-24,0.011549,0.005673
2024-06-25,0.019691,0.016969
2024-06-26,0.017223,0.014838
2024-06-27,0.005089,0.003049
2024-06-28,-0.003129,-0.004672
2024-07-01,-0.023167,-0.022368
2024-07-02,0.002716,0.005606
2024-07-03,0.004516,0.007044
2024-07-04,-0.030322,-0.019382
2024-07-05,0.020019,0.019136
2024-07-08,0.001387,0.007613
2024-07-09,0.00681,-0.002048
2024-07-10,0.004223,0.002581
2024-07-11,-0.015569,-0.014871
2024-07-12,-0.011368,-0.010134
2024-07-15,0.011427,0.012655
2024-07-16,-0.002806,-0.000613
2024-07-17,0.009101,0.002413
2024-07-18,0.016233,0.011715
2024-07-19,-0.001322,-0.003044
2024-07-22,-0.009249,-0.007883
2024-07-23,-0.012376,-0.013001
2024-07-24,-3.1e-05,0.001885
2024-07-25,0.015028,0.004085
2024-07-26,0.021506,0.014662
2024-07-29,0.023883,0.014066
2024-07-30,-0.01993,-0.014623
2024-07-31,0.004244,0.004058
2024-08-01,-0.003665,-0.003753
2024-08-02,-0.009312,-0.007199
2024-08-05,-0.022931,-0.016615
2024-08-06,0.019873,0.012374
2024-08-07,-0.009587,-0.015944
2024-08-08,0.024232,0.024443
2024-08-09,0.01609,0.000156
2024-08-12,0.026234,0.019806
2024-08-13,0.000104,0.004084
2024-08-14,-0.010869,-0.018414
2024-08-15,-0.003733,0.004961
2024-08-16,-0.00549,-0.006051
2024-08-19,0.00449,0.006728
2024-08-20,-0.017266,-0.011463
2024-08-21,-0.019465,-0.01141
2024-08-22,-0.029668,-0.025022
2024-08-23,0.003656,0.00162
2024-08-26,-0.006731,-0.007657
2024-08-27,0.005022,0.001298
2024-08-28,-0.004197,-0.004174
2024-08-29,0.015773,0.010252
2024-08-30,-0.018476,-0.023194
2024-09-02,-0.011863,-0.005473
2024-09-03,0.01502,0.012402
2024-09-04,0.005373,0.008348
2024-09-05,0.003247,0.002662
2024-09-06,0.014036,0.014273
2024-09-09,0.00033,-0.002647
2024-09-10,0.018618,0.016303
2024-09-11,0.017768,0.013761
2024-09-12,0.021732,0.017612
2024-09-13,0.00329,0.001182
2024-09-16,0.002505,-0.000291
2024-09-17,-0.013476,-0.01213
2024-09-18,-0.005784,-0.00584
2024-09-19,0.011683,0.010539
2024-09-20,0.02547,0.018157
2024-09-23,0.022982,0.015195
2024-09-24,0.002656,-0.001422
2024-09-25,-0.006854,-0.002499
2024-09-26,-0.001116,0.006834
2024-09-27,-0.012544,-0.012537
2024-09-30,-0.000799,-0.002491
2024-10-01,0.008251,0.01162
2024-10-02,-0.025555,-0.019732
2024-10-03,0.002829,0.001721
2024-10-04,0.014358,0.010033
2024-10-07,-0.004441,-0.000469
2024-10-08,0.005928,0.00069
2024-10-09,0.008524,0.00972
2024-10-10,-0.014526,-0.011766
2024-10-11,0.000281,-5.3e-05
2024-10-14,-0.001187,-0.003203
2024-10-15,0.017276,0.011414
2024-10-16,-0.009365,-0.004194
2024-10-17,-0.022341,-0.01694
2024-10-18,0.005469,0.00474
2024-10-21,-0.016069,-0.012682
2024-10-22,-0.015019,-0.010226
2024-10-23,0.013517,0.004686
2024-10-24,0.004192,0.010451
2024-10-25,0.000515,-0.001452
2024-10-28,0.017294,0.013223
2024-10-29,-0.002512,-0.001443
2024-10-30,0.006118,0.00805
2024-10-31,-0.009501,-0.007233
2024-11-01,0.005733,0.004629
2024-11-04,-0.008946,-0.001666
2024-11-05,0.00586,0.007357
2024-11-06,-0.011778,-0.010457
2024-11-07,0.002219,0.001761
2024-11-08,-0.023037,-0.01623
2024-11-11,-0.011727,-0.002392
2024-11-12,0.009168,0.009326
2024-11-13,0.000594,-0.002752
2024-11-14,0.000425,-0.003196
2024-11-15,0.000305,-0.006195
2024-11-18,0.005098,0.004381
2024-11-19,0.001909,-0.000455
2024-11-20,0.000857,-0.00398
2024-11-21,0.020084,0.017609
2024-11-22,-0.028556,-0.015871
2024-11-25,0.000245,-0.001136
2024-11-26,0.01216,0.012899
2024-11-27,0.016709,0.013024
2024-11-28,-0.01813,-0.012759
2024-11-29,0.007155,-0.001978
2024-12-02,-0.010102,-0.00614
2024-12-03,0.014105,0.015166
2024-12-04,0.021296,0.013965
2024-12-05,-0.005243,-0.003232
2024-12-06,-0.007281,0.002953
2024-12-09,0.034517,0.019885
2024-12-10,0.010593,0.001846
2024-12-11,0.012386,0.013926
2024-12-12,-0.008936,-0.006399
2024-12-13,-0.001854,-0.006234
2024-12-16,-0.00978,-0.002493
2024-12-17,0.004083,0.000103
2024-12-18,0.004331,0.000199
2024-12-19,-0.002832,0.000736
2024-12-20,0.010864,0.007256
2024-12-23,-0.01785,-0.00543
2024-12-24,0.005778,-0.003336
2024-12-25,0.021275,0.022526
2024-12-26,-0.016269,-0.015108
2024-12-27,-0.004848,-0.006946
2024-12-30,-0.004149,-0.006872
2024-12-31,-0.001775,0.001337
2025-01-01,0.009461,0.010331
2025-01-02,0.00966,0.00734
2025-01-03,0.000432,-0.008475
2025-01-06,0.002938,0.00153
2025-01-07,-0.02862,-0.020846
2025-01-08,-0.005116,-0.002292
2025-01-09,-0.012075,-0.007415
2025-01-10,0.015558,0.007356
2025-01-13,-0.003564,-0.001236
2025-01-14,-0.002915,-0.006154
2025-01-15,0.006221,0.002687
2025-01-16,-0.028032,-0.018383
2025-01-17,0.007053,0.010389
2025-01-20,-0.006763,-0.007587
2025-01-21,-0.002615,-0.001089
2025-01-22,0.003664,0.001745
2025-01-23,0.022186,0.017843
2025-01-24,0.016074,0.009422
2025-01-27,-0.004736,0.000958
2025-01-28,-0.019416,-0.007423
2025-01-29,0.019065,0.015444
2025-01-30,0.015805,0.017321
2025-01-31,-0.004222,-0.008113
2025-02-03,-0.002523,0.005162
2025-02-04,-0.018751,-0.007519
2025-02-05,0.01305,0.007128
2025-02-06,-0.00411,-0.001919
2025-02-07,-0.011964,-0.016771
2025-02-10,0.014915,0.017463
2025-02-11,-0.014575,-0.011261
2025-02-12,-0.006086,-0.002411
2025-02-13,-0.018008,-0.011744
2025-02-14,-0.009594,-0.006388
2025-02-17,0.005511,0.008584
2025-02-18,-0.009519,-0.003466
2025-02-19,0.001442,-0.001557
2025-02-20,-0.00027,-0.000907
2025-02-21,0.011814,0.002641
2025-02-24,-0.013429,-0.009694
2025-02-25,-0.002551,-0.004529
2025-02-26,-0.008581,-0.010121
2025-02-27,-0.004164,0.007885
2025-02-28,0.005125,-0.002158
2025-03-03,-0.004802,0.005465
2025-03-04,-0.000477,-0.001371
2025-03-05,-0.001895,-0.006668
2025-03-06,-0.004645,-0.004064
2025-03-07,-0.009975,-0.011084
2025-03-10,0.008786,0.005642
2025-03-11,0.034048,0.021366
2025-03-12,-0.010913,-0.014127
2025-03-13,-0.016134,-0.012341
2025-03-14,-0.001032,0.006766
2025-03-17,-0.0071,-0.01289
2025-03-18,0.003304,0.008392
2025-03-19,0.017309,0.019453
2025-03-20,0.000821,-0.001877
2025-03-21,-0.033658,-0.027568
2025-03-24,0.015946,0.009443
2025-03-25,-0.003421,-0.004468
2025-03-26,0.019432,0.009277
2025-03-27,0.022319,0.016361
2025-03-28,0.005014,0.006241
2025-03-31,-0.00776,-0.001685
2025-04-01,0.006513,0.005446
2025-04-02,0.005432,0.009292
2025-04-03,0.001019,-3.4e-05
2025-04-04,0.005234,0.004556
2025-04-07,0.000522,0.003972
2025-04-08,0.020822,0.018397
2025-04-09,0.003854,0.007719
2025-04-10,0.011799,0.007162
2025-04-11,-2.1e-05,-0.00086
2025-04-14,-0.007829,-0.002733
2025-04-15,-0.006456,0.005485
2025-04-16,0.005873,0.013415
2025-04-17,0.003642,0.00592
2025-04-18,-0.001387,0.000637
2025-04-21,0.009547,0.003301
2025-04-22,0.010467,0.005737
2025-04-23,-0.006914,0.002171
2025-04-24,0.004654,0.00555
2025-04-25,-0.011737,-0.014881
2025-04-28,-0.00117,-0.003362
2025-04-29,0.014768,0.01491
2025-04-30,0.001829,0.003853
2025-05-01,-0.018842,-0.005158
2025-05-02,0.011226,0.007183
2025-05-05,-0.01035,-0.010793
2025-05-06,0.006993,0.01268
2025-05-07,-0.015487,-0.01263
2025-05-08,0.007589,0.00561
2025-05-09,-0.035127,-0.030742
2025-05-12,0.019259,0.017575
2025-05-13,0.000833,-0.003724
2025-05-14,-0.027036,-0.026277
2025-05-15,-0.005434,-0.004308
2025-05-16,0.001811,-0.001982
2025-05-19,-0.026455,-0.018263
2025-05-20,0.008788,0.005708
2025-05-21,0.018091,0.013434
2025-05-22,-0.028471,-0.018604
2025-05-23,-0.000528,0.00502
2025-05-26,-0.006894,0.003059
2025-05-27,-0.006543,-0.004551
2025-05-28,-0.007626,-0.006035
2025-05-29,-0.001674,-0.000539
2025-05-30,-0.000268,0.000326
2025-06-02,0.016876,0.011004
2025-06-03,0.000507,0.00787
2025-06-04,-0.003511,-0.003417
2025-06-05,0.027643,0.023717
2025-06-06,0.009715,0.010994
2025-06-09,-0.000291,0.003159
2025-06-10,-0.012788,-0.005251
2025-06-11,-0.000512,-0.001604
2025-06-12,0.000105,0.005303
2025-06-13,-0.014225,-0.011995
2025-06-16,0.010534,0.010503
2025-06-17,-0.020102,-0.02103
2025-06-18,0.006169,-0.002006
2025-06-19,-0.006686,8.6e-05
2025-06-20,0.000628,-6.9e-05
2025-06-23,0.005274,0.001801
2025-06-24,0.012811,0.009512
2025-06-25,-0.016705,-0.011716
2025-06-26,-0.004347,-0.002053
2025-06-27,0.03152,0.021441
2025-06-30,0.030531,0.024025
2025-07-01,-0.0043,-0.00177
2025-07-02,0.012551,0.011862
2025-07-03,0.014843,0.009178
2025-07-04,-0.004981,-0.001532
2025-07-07,0.001571,0.009674
2025-07-08,-0.010405,-0.01137
2025-07-09,0.017497,0.015661
2025-07-10,0.024433,0.012778
2025-07-11,0.000162,-0.001453
2025-07-14,0.006818,0.00705
2025-07-15,0.000655,0.007594
2025-07-16,-0.00414,0.001462
2025-07-17,-0.021264,-0.015527
2025-07-18,0.009058,0.011751
2025-07-21,-0.000308,-0.000456
2025-07-22,-0.020196,-0.016099
2025-07-23,0.01129,0.012652
2025-07-24,0.000849,0.012882
2025-07-25,0.003155,0.00181
2025-07-28,-0.001561,-0.006478
2025-07-29,-0.003054,0.006665
2025-07-30,-0.008288,-0.008477
2025-07-31,0.02075,0.009853
2025-08-01,-0.003807,-0.00492
2025-08-04,-0.017945,-0.014634
2025-08-05,-0.018505,-0.010316
2025-08-06,0.003023,0.000357
2025-08-07,0.023735,0.011254
2025-08-08,0.019167,0.018356
2025-08-11,-0.010579,-0.005159
2025-08-12,0.001376,0.000961
2025-08-13,-0.014322,-0.010858
2025-08-14,-0.005731,-0.015527
2025-08-15,-0.019698,-0.021083
2025-08-18,0.015132,0.010139
2025-08-19,0.010026,0.011472
2025-08-20,0.03015,0.020086
2025-08-21,0.00597,0.001878
2025-08-22,-0.001717,0.006506
2025-08-25,-0.011742,-0.017
2025-08-26,-0.003623,-0.005442
2025-08-27,-0.012074,-0.009316
2025-08-28,-0.0007,-0.010156
2025-08-29,0.020567,0.011972
2025-09-01,-0.021656,-0.017553
2025-09-02,0.001475,0.003711
2025-09-03,0.006209,-0.000416
2025-09-04,0.028296,0.015111
2025-09-05,0.023493,0.013642
2025-09-08,0.01071,0.012727
2025-09-09,0.005864,0.00722
2025-09-10,-0.009433,-0.006544
2025-09-11,-0.010729,-0.007096
2025-09-12,-0.000767,5.4e-05
2025-09-15,0.008324,0.002246
2025-09-16,0.004118,-0.00445
2025-09-17,-0.005225,0.00043
2025-09-18,0.004264,0.008016
2025-09-19,-0.012359,-0.009422
2025-09-22,-0.001076,-0.001899
2025-09-23,0.000698,0.008981
2025-09-24,-0.002329,-0.000975
2025-09-25,0.018454,0.010212
2025-09-26,0.012519,0.016101
2025-09-29,-0.005931,-0.006695
2025-09-30,0.000709,0.00336
2025-10-01,0.005997,0.001709
2025-10-02,-0.018474,-0.011152
2025-10-03,0.012029,0.009949
2025-10-06,0.009858,0.002073
2025-10-07,0.02924,0.028412
2025-10-08,-0.010704,-0.010175
2025-10-09,0.006715,0.007863
2025-10-10,0.006598,0.006818
2025-10-13,-0.029283,-0.017216
2025-10-14,0.001717,-0.005162
2025-10-15,0.014818,0.016203
2025-10-16,0.00912,0.001359
2025-10-17,-0.028592,-0.023981
2025-10-20,-0.005852,-0.010993
2025-10-21,0.007787,0.002085
2025-10-22,-0.002801,-0.001464
2025-10-23,-0.018144,-0.017992
2025-10-24,0.01584,0.010931
2025-10-27,-0.009018,-0.012115
2025-10-28,-0.015934,-0.007649
2025-10-29,-0.00089,-0.001419
2025-10-30,-0.012381,-0.018541
2025-10-31,0.010408,0.018213
2025-11-03,-0.016721,-0.012165
2025-11-04,0.009139,0.005398
2025-11-05,-0.021527,-0.013996
2025-11-06,0.008687,0.008427
2025-11-07,0.008416,0.007247
2025-11-10,0.028416,0.02513
2025-11-11,-0.000795,-0.001759
2025-11-12,0.015344,0.01232
2025-11-13,-0.012147,-0.012554
2025-11-14,0.010906,0.009066
2025-11-17,0.029272,0.024247
2025-11-18,0.01357,0.012597
2025-11-19,-0.0056,-0.001993
2025-11-20,-0.016243,-0.017114
2025-11-21,-0.002806,-0.002948
2025-11-24,0.002409,-0.0051
2025-11-25,-0.003455,-0.002088
